JobSalesDetails
SalesDetails_ID,Job_ID,User_ID
6,Finished,Job has been completed
CompanyCategoryTableLookup
CompanyCategory_ID,Description
1,Plumbing
2,Carpentry
3,Electric
4,Roofing
Roles
Role_ID,Description
1,Sales
2,Finance
3,Marketing
4,Owner
